Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2024.11.26 19:30:01;Buy;0.20;AUDCAD.i;0.90865;;0.90982;2024.11.27 00:50:40;0.90982;-1.40;0.01;16.65;[tp]
2024.11.26 02:45:00;Sell;0.20;AUDCAD.i;0.91223;;0.91105;2024.11.26 16:56:35;0.91104;-1.40;;16.89;[tp]
2024.11.25 06:30:00;Buy;0.20;AUDCAD.i;0.90990;;0.91107;2024.11.26 01:51:22;0.91121;-1.40;0.01;18.58;[tp]
2024.11.25 04:32:39;Sell;0.20;AUDCAD.i;0.91059;;0.90941;2024.11.25 06:20:12;0.90941;-1.40;;16.92;[tp]
2024.11.25 01:30:00;Sell;0.20;AUDCAD.i;0.91187;;0.91071;2024.11.25 04:32:39;0.91071;-1.40;;16.65;[tp]
2024.11.22 11:30:00;Buy;0.20;AUDCAD.i;0.90848;;0.90967;2024.11.22 12:57:30;0.90966;-1.40;;16.88;[tp]
2024.11.22 11:00:00;Sell;0.20;AUDCAD.i;0.90903;;0.90785;2024.11.22 11:11:13;0.90784;-1.40;;17.00;[tp]
2024.11.22 10:00:00;Buy;0.20;AUDCAD.i;0.90875;;0.90992;2024.11.22 10:31:16;0.90996;-1.40;;17.34;[tp]
2024.11.22 08:00:01;Buy;0.20;AUDCAD.i;0.90756;;0.90875;2024.11.22 09:52:37;0.90874;-1.40;;16.89;[tp]
2024.11.21 21:15:00;Sell;0.20;AUDCAD.i;0.90935;;0.90810;2024.11.22 07:13:00;0.90810;-1.40;-0.56;17.88;[tp]
2024.11.21 17:53:53;Buy;0.20;AUDCAD.i;0.90835;;0.90953;2024.11.21 20:01:32;0.90953;-1.40;;16.91;[tp]
2024.11.20 16:45:00;Buy;0.20;AUDCAD.i;0.90884;;0.91001;2024.11.21 03:07:14;0.91001;-1.40;0.09;16.75;[tp]
2024.11.19 17:45:00;Buy;0.50;AUDCAD.i;0.91102;;0.91219;2024.11.19 20:47:42;0.91222;-3.50;;42.93;[tp]
2024.11.19 11:20:37;Buy;0.20;AUDCAD.i;0.91067;;0.91185;2024.11.19 15:09:43;0.91186;-1.40;;16.97;[tp]
2024.11.14 12:30:01;Buy;0.20;AUDCAD.i;0.90471;;0.90982;2024.11.15 18:27:31;0.90982;-1.40;0.02;72.61;[tp]
2024.11.12 18:04:47;Buy;0.20;AUDCAD.i;0.91260;;0.90982;2024.11.15 18:27:31;0.90982;-1.40;0.13;-39.50;[tp]
2024.11.12 17:30:00;Buy;0.20;AUDCAD.i;0.91133;;0.91253;2024.11.12 18:04:46;0.91254;-1.40;;17.36;[tp]
2024.11.11 03:00:01;Sell;0.20;AUDCAD.i;0.91675;;0.91556;2024.11.11 09:51:28;0.91555;-1.40;;17.24;[tp]
2024.11.08 19:56:45;Buy;0.20;AUDCAD.i;0.91519;;0.91638;2024.11.11 02:21:54;0.91638;-1.40;0.03;17.12;[tp]
2024.11.08 19:30:00;Buy;0.20;AUDCAD.i;0.91391;;0.91509;2024.11.08 19:56:44;0.91507;-1.40;;16.67;[tp]
2024.11.07 16:45:01;Sell;0.20;AUDCAD.i;0.92464;;0.92051;2024.11.08 15:17:21;0.92051;-1.40;-0.61;59.38;[tp]
2024.11.07 05:15:00;Sell;0.20;AUDCAD.i;0.91884;;0.92052;2024.11.08 14:33:23;0.92052;-1.40;-0.61;-24.17;[tp]
2024.11.07 02:00:00;Buy;0.20;AUDCAD.i;0.91592;;0.91711;2024.11.07 03:50:54;0.91711;-1.40;;17.08;[tp]
2024.11.06 21:54:04;Sell;0.20;AUDCAD.i;0.91682;;0.91562;2024.11.06 23:01:21;0.91564;-1.40;;16.93;[tp]
2024.11.06 21:00:00;Sell;0.20;AUDCAD.i;0.91814;;0.91693;2024.11.06 21:54:04;0.91693;-1.40;;17.37;[tp]
2024.11.06 04:15:00;Buy;0.20;AUDCAD.i;0.91415;;0.91766;2024.11.06 20:16:55;0.91768;-1.40;;50.68;[tp]
2024.11.06 01:58:44;Buy;0.20;AUDCAD.i;0.91879;;0.91766;2024.11.06 20:16:55;0.91771;-1.40;;-15.50;[tp]
2024.11.06 01:15:00;Buy;0.20;AUDCAD.i;0.91745;;0.91868;2024.11.06 01:58:43;0.91868;-1.40;;17.78;[tp]
2024.11.05 11:15:00;Sell;0.20;AUDCAD.i;0.91856;;0.91737;2024.11.06 00:38:28;0.91737;-1.40;-0.63;17.21;[tp]
2024.11.04 10:15:00;Buy;0.20;AUDCAD.i;0.91731;;0.91850;2024.11.05 10:26:30;0.91851;-1.40;0.02;17.28;[tp]
2024.11.04 03:45:01;Sell;0.20;AUDCAD.i;0.91790;;0.91671;2024.11.04 10:00:39;0.91664;-1.40;;18.10;[tp]
2024.10.29 03:45:03;Buy;0.20;AUDCAD.i;0.91329;;0.91876;2024.11.04 03:20:36;0.91879;-1.40;0.12;79.07;[tp]
2024.10.23 14:45:00;Buy;0.10;AUDCAD.i;0.91836;;0.91875;2024.11.04 03:20:36;0.91879;-0.70;0.10;3.09;[tp]
2024.10.21 15:36:48;Buy;0.10;AUDCAD.i;0.92537;;0.91876;2024.11.04 03:20:36;0.91879;-0.70;-0.08;-47.30;[tp]
2024.10.21 10:00:00;Buy;0.10;AUDCAD.i;0.92411;;0.92528;2024.10.21 15:36:47;0.92528;-0.70;;8.47;[tp]
2024.10.21 04:45:01;Sell;0.10;AUDCAD.i;0.92766;;0.92432;2024.10.21 09:22:22;0.92431;-0.70;;24.25;[tp]
2024.10.17 18:45:00;Sell;0.10;AUDCAD.i;0.92338;;0.92432;2024.10.21 09:22:22;0.92431;-0.70;-0.39;-6.73;[tp]
2024.10.16 06:15:00;Buy;0.10;AUDCAD.i;0.92300;;0.92419;2024.10.17 18:30:56;0.92417;-0.70;-0.30;8.49;[tp]
2024.10.16 03:06:41;Buy;0.10;AUDCAD.i;0.91977;;0.92272;2024.10.16 06:12:03;0.92273;-0.70;;21.49;[tp]
2024.10.16 01:00:00;Buy;0.10;AUDCAD.i;0.92328;;0.92272;2024.10.16 06:12:03;0.92273;-0.70;;-3.99;[tp]
2024.10.11 04:15:02;Sell;0.10;AUDCAD.i;0.92729;;0.92339;2024.10.15 23:01:00;0.92339;-0.70;-0.38;28.30;[tp]
2024.10.10 09:22:58;Sell;0.10;AUDCAD.i;0.92200;;0.92339;2024.10.15 23:01:00;0.92339;-0.70;-0.57;-10.09;[tp]
2024.10.10 08:15:00;Sell;0.10;AUDCAD.i;0.92332;;0.92214;2024.10.10 09:22:58;0.92212;-0.70;;8.76;[tp]
2024.10.08 05:15:00;Buy;0.20;AUDCAD.i;0.91793;;0.92297;2024.10.10 07:01:14;0.92299;-1.40;-0.86;73.85;[tp]
2024.10.07 00:30:00;Buy;0.10;AUDCAD.i;0.92344;;0.92297;2024.10.10 07:01:14;0.92299;-0.70;-0.55;-3.29;[tp]
2024.10.03 08:30:00;Buy;0.10;AUDCAD.i;0.92779;;0.92298;2024.10.10 07:01:14;0.92299;-0.70;-0.76;-35.03;[tp]
2024.10.02 07:58:16;Sell;0.10;AUDCAD.i;0.92859;;0.92742;2024.10.03 08:13:46;0.92739;-0.70;-0.64;8.87;[tp]
2024.10.02 07:35:43;Sell;0.10;AUDCAD.i;0.92989;;0.92871;2024.10.02 07:58:15;0.92870;-0.70;;8.83;[tp]
2024.10.02 06:30:06;Sell;0.10;AUDCAD.i;0.93126;;0.93005;2024.10.02 07:35:41;0.93002;-0.70;;9.20;[tp]
2024.10.01 21:25:07;Buy;0.10;AUDCAD.i;0.93040;;0.93160;2024.10.02 06:11:44;0.93173;-0.70;-0.08;9.86;[tp]
2024.10.01 19:00:00;Buy;0.01;AUDCAD.i;0.92906;;0.93026;2024.10.01 21:25:06;0.93029;-0.07;;0.91;[tp]
2024.10.01 05:00:01;Sell;0.02;AUDCAD.i;0.93734;;0.92909;2024.10.01 18:05:04;0.92908;-0.14;;12.23;[tp]
2024.09.26 13:45:02;Sell;0.01;AUDCAD.i;0.92634;;0.92911;2024.10.01 18:04:50;0.92911;-0.07;-0.06;-2.05;[tp]
2024.09.26 05:15:01;Sell;0.01;AUDCAD.i;0.92104;;0.92911;2024.10.01 18:04:50;0.92911;-0.07;-0.06;-5.98;[tp]
2024.09.25 19:30:00;Buy;0.01;AUDCAD.i;0.92046;;0.92170;2024.09.26 04:56:54;0.92173;-0.07;-0.03;0.94;[tp]
2024.09.24 12:34:03;Buy;0.01;AUDCAD.i;0.92446;;0.92567;2024.09.24 15:01:23;0.92567;-0.07;;0.90;[tp]
2024.09.24 09:45:01;Buy;0.01;AUDCAD.i;0.92321;;0.92439;2024.09.24 12:34:02;0.92439;-0.07;;0.88;[tp]
2024.09.24 08:45:00;Sell;0.01;AUDCAD.i;0.92503;;0.92380;2024.09.24 09:06:38;0.92379;-0.07;;0.91;[tp]
2024.09.23 10:08:01;Sell;0.01;AUDCAD.i;0.92441;;0.92322;2024.09.23 20:07:30;0.92322;-0.07;;0.88;[tp]
2024.09.23 06:45:03;Sell;0.01;AUDCAD.i;0.92566;;0.92447;2024.09.23 10:08:00;0.92447;-0.07;;0.88;[tp]
2024.09.20 18:47:47;Buy;0.01;AUDCAD.i;0.92343;;0.92460;2024.09.23 04:32:53;0.92462;-0.07;-0.01;0.88;[tp]
2024.09.20 17:30:00;Buy;0.01;AUDCAD.i;0.92213;;0.92333;2024.09.20 18:47:46;0.92332;-0.07;;0.87;[tp]
2024.09.19 17:30:00;Buy;0.01;AUDCAD.i;0.92403;;0.92520;2024.09.20 06:20:26;0.92521;-0.07;-0.01;0.87;[tp]
2024.09.19 09:15:00;Sell;0.01;AUDCAD.i;0.92409;;0.92290;2024.09.19 17:09:04;0.92290;-0.07;;0.88;[tp]
2024.09.18 21:19:26;Buy;0.01;AUDCAD.i;0.92308;;0.92429;2024.09.19 08:56:57;0.92430;-0.07;-0.03;0.90;[tp]
2024.09.18 20:08:50;Buy;0.01;AUDCAD.i;0.91970;;0.92089;2024.09.18 21:00:07;0.92095;-0.07;;0.92;[tp]
2024.09.18 20:06:20;Balance;;;;;;;;;;500.90;
